sample,env1,env2,sequence,description,run,location,lat,lon,total_reads,mapped_reads,OTU_number,otu_diversity,otu_mapped,otu_abun,lat_lon1
864.12.CON.addV.noW.Fes.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block twelve-taken under FESTUCA-control,vegetation, n grazing, n watering (warming nt taken b/c too early in the season) 12.CON.addV.noW.Fes",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,16,Soil (non-saline),0,51.024###100.772
864.13.CON.addV.noG.noW.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block thirteen-control,vegetation, n grazing, n watering 13.CON.addV.noG.noW",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,45,Soil (non-saline),0,51.024###100.772
864.15.C.noH.noVa.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block fifteen-control, n watering, n vegetation 15.C.noH.noVa",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,13,Soil (non-saline),0,51.024###100.772
864.15.OTC.addH.addVa.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"redos of: block fifteen-warming, watering, vegetation (someone f-ed up) 15.OTC.addH.addVa",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,17,Soil (non-saline),0,51.024###100.772
864.15.OTC.H.Va.1.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block fifteen-warming, watering, vegetation 15.OTC.H.Va.1",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,20,Soil (non-saline),0,51.024###100.772
864.2.C.noG.noV.2010a.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block two-control, n grazing, n vegtation 2.C.noG.noV.2010a",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,9,Soil (non-saline),0,51.024###100.772
864.2.CON.addV.noG.noW.1.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"redo- block two-control,vegetation, grazing, n watering (anther person f-ed up) 2.CON.addV.noG.noW.1",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,13,Soil (non-saline),0,51.024###100.772
864.2.CON.addV.noG.noW.A.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block two-control,vegetation, n grazing, n watering (warming nt taken b/c too early in the season) 2.CON.addV.noG.noW.A",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,17,Soil (non-saline),0,51.024###100.772
864.2.OTC.addV.noG.noW.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block two-warming,vegetation, n grazing, n watering 2.OTC.addV.noG.noW",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,11,Soil (non-saline),0,51.024###100.772
864.2.OTC.noG.noV.2010a.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block two-warming, n grazing, n vegtation 2.OTC.noG.noV.2010a",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,11,Soil (non-saline),0,51.024###100.772
864.3.C.addG.noV.2010a.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block three-control, grazing, n vegtation 3.C.addG.noV.2010a",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,13,Soil (non-saline),0,51.024###100.772
864.3.CON.addV.addG.noW.A.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block three-control,vegetation, grazing, n watering (warming nt taken b/c too early in the season) 3.CON.addV.addG.noW.A",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,17,Soil (non-saline),0,51.024###100.772
864.3.CON.addV.addG.noW.B.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block three-control,vegetation, grazing, n watering 3.CON.addV.addG.noW.B",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,14,Soil (non-saline),0,51.024###100.772
864.3.CON.addV.noG.noW.B.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block three-control,vegetation, n grazing, n watering 3.CON.addV.noG.noW.B",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,14,Soil (non-saline),0,51.024###100.772
864.5.CON.addV.noG.noW.B.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block five-control,vegetation, n grazing, n watering 5.CON.addV.noG.noW.B",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,10,Soil (non-saline),0,51.024###100.772
864.7.CON.addV.addG.noW.A.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block seven-control,vegetation, grazing, n watering (warming nt taken b/c too early in the season) 7.CON.addV.addG.noW.A",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,15,Soil (non-saline),0,51.024###100.772
864.8.CON.addV.addG.noW.A.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block eight-control,vegetation, grazing, n watering (warming nt taken b/c too early in the season) 8.CON.addV.addG.noW.A",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,18,Soil (non-saline),0,51.024###100.772
864.9.CON.addV.noW.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block nine-control,vegetation, n grazing, n watering (warming nt taken b/c too early in the season) 9.CON.addV.noW",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,15,Soil (non-saline),0,51.024###100.772
864.9.OTC.addV.noG.addW.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"block nine-warming,vegetation, n grazing, watering 9.OTC.addV.noG.addW",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,18,Soil (non-saline),0,51.024###100.772
864.CON.R.4.2009a.lane2.NoIndex,Free-living,Non-saline,16S rRNA,block four-control with vegetation REMOVAL CON.R.4.2009a,ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,12,Soil (non-saline),0,51.024###100.772
864.LFSF3.OTC.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"lower south facing slope, third transect-warming LFSF3.OTC",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,12,Soil (non-saline),0,51.024###100.772
864.OTC.noppt.12.2009b.lane2.NoIndex,Free-living,Non-saline,16S rRNA,block twelve-warming & n watering OTC.noppt.12.2009b,ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,7,Soil (non-saline),0,51.024###100.772
864.OTC.noppt.15.2009b.lane2.NoIndex,Free-living,Non-saline,16S rRNA,block fifteen-warming & n watering OTC.noppt.15.2009b,ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,14,Soil (non-saline),0,51.024###100.772
864.OTC.V.4.2009a.lane2.NoIndex,Free-living,Non-saline,16S rRNA,block four-warming with vegetation  OTC.V.4.2009a,ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,13,Soil (non-saline),0,51.024###100.772
864.R001control.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"riparian zone, fourth transect-control R001control",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,12,Soil (non-saline),0,51.024###100.772
864.RN01.OTC.lane2.NoIndex,Free-living,Non-saline,16S rRNA,"riparian zone, first transect-warming RN01.OTC",ERP017220,GAZ:Mongolia,51.024,100.772,V4,soil metagenome,montane grassland biome,10,Soil (non-saline),0,51.024###100.772
894.Arm1985.lane2.NoIndex.L002,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.637472,145.859782,V4,gut metagenome,Large river biome,8,Animal distal gut,0,-37.637472###145.859782
894.C1490.lane5.NoIndex.L005,Host-associated,Animal,16S rRNA,Kangaroo feces,ERP016405,GAZ:Australia,-37.939848,145.412228,V4,gut metagenome,Large river biome,5,Animal distal gut,0,-37.939848###145.412228
894.F1438.lane5.NoIndex.L005,Host-associated,Animal,16S rRNA,Rabbit feces,ERP016405,GAZ:Australia,-29.53,145.49,V4,gut metagenome,Large river biome,15,Animal distal gut,0,-29.53###145.49
894.F1462.lane5.NoIndex.L005,Host-associated,Animal,16S rRNA,Fox feces,ERP016405,GAZ:Australia,-29.53,145.49,V4,gut metagenome,Large river biome,14,Animal distal gut,0,-29.53###145.49
894.F1465.lane5.NoIndex.L005,Host-associated,Animal,16S rRNA,Dog feces,ERP016405,GAZ:Australia,-29.53,145.49,V4,gut metagenome,Large river biome,12,Animal distal gut,0,-29.53###145.49
894.GV1011.lane5.NoIndex.L005,Host-associated,Animal,16S rRNA,Rabbit feces,ERP016405,GAZ:Australia,-37.619704,144.901997,V4,gut metagenome,Large river biome,12,Animal distal gut,0,-37.619704###144.901997
894.GV1659.lane5.NoIndex.L005,Host-associated,Animal,16S rRNA,Kangaroo feces,ERP016405,GAZ:Australia,-37.619704,144.901997,V4,gut metagenome,Large river biome,13,Animal distal gut,0,-37.619704###144.901997
894.GV1899.lane2.NoIndex.L002,Host-associated,Animal,16S rRNA,Kangaroo feces,ERP016405,GAZ:Australia,-37.619704,144.901997,V4,gut metagenome,Large river biome,18,Animal distal gut,0,-37.619704###144.901997
894.MR190.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.625347,145.57919,V4,gut metagenome,Large river biome,11,Animal distal gut,0,-37.625347###145.57919
894.MR213.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.625347,145.57919,V4,gut metagenome,Large river biome,7,Animal distal gut,0,-37.625347###145.57919
894.MR272.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.625347,145.57919,V4,gut metagenome,Large river biome,11,Animal distal gut,0,-37.625347###145.57919
894.MR279.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.625347,145.57919,V4,gut metagenome,Large river biome,10,Animal distal gut,0,-37.625347###145.57919
894.MR293.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.625347,145.57919,V4,gut metagenome,Large river biome,10,Animal distal gut,0,-37.625347###145.57919
894.MR309.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.625347,145.57919,V4,gut metagenome,Large river biome,13,Animal distal gut,0,-37.625347###145.57919
894.MR326.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Wombat feces,ERP016405,GAZ:Australia,-37.625347,145.57919,V4,gut metagenome,Large river biome,5,Animal distal gut,0,-37.625347###145.57919
894.OR360.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.708936,145.785023,V4,gut metagenome,Large river biome,6,Animal distal gut,0,-37.708936###145.785023
894.OR388.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.708936,145.785023,V4,gut metagenome,Large river biome,15,Animal distal gut,0,-37.708936###145.785023
894.OS1226.lane5.NoIndex.L005,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.708936,145.785023,V4,gut metagenome,Large river biome,15,Animal distal gut,0,-37.708936###145.785023
894.OS1948.lane2.NoIndex.L002,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.708936,145.785023,V4,gut metagenome,Large river biome,4,Animal distal gut,0,-37.708936###145.785023
894.OS1962.lane2.NoIndex.L002,Host-associated,Animal,16S rRNA,Kangaroo feces,ERP016405,GAZ:Australia,-37.708936,145.785023,V4,gut metagenome,Large river biome,7,Animal distal gut,0,-37.708936###145.785023
894.OS471.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Wombat feces,ERP016405,GAZ:Australia,-37.708936,145.785023,V4,gut metagenome,Large river biome,6,Animal distal gut,0,-37.708936###145.785023
894.OS526.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.708936,145.785023,V4,gut metagenome,Large river biome,20,Animal distal gut,0,-37.708936###145.785023
894.OS599.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Wombat feces,ERP016405,GAZ:Australia,-37.708936,145.785023,V4,gut metagenome,Large river biome,4,Animal distal gut,0,-37.708936###145.785023
894.OS604.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Wombat feces,ERP016405,GAZ:Australia,-37.708936,145.785023,V4,gut metagenome,Large river biome,8,Animal distal gut,0,-37.708936###145.785023
894.OS619.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Wombat feces,ERP016405,GAZ:Australia,-37.708936,145.785023,V4,gut metagenome,Large river biome,3,Animal distal gut,0,-37.708936###145.785023
894.OS748.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.708936,145.785023,V4,gut metagenome,Large river biome,8,Animal distal gut,0,-37.708936###145.785023
894.OS813.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.708936,145.785023,V4,gut metagenome,Large river biome,8,Animal distal gut,0,-37.708936###145.785023
894.SL826.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Rabbit feces,ERP016405,GAZ:Australia,-37.681999,145.293841,V4,gut metagenome,Large river biome,8,Animal distal gut,0,-37.681999###145.293841
894.SL849.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Kangaroo feces,ERP016405,GAZ:Australia,-37.681999,145.293841,V4,gut metagenome,Large river biome,9,Animal distal gut,0,-37.681999###145.293841
894.SL851.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Kangaroo feces,ERP016405,GAZ:Australia,-37.681999,145.293841,V4,gut metagenome,Large river biome,9,Animal distal gut,0,-37.681999###145.293841
894.SL863.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Kangaroo feces,ERP016405,GAZ:Australia,-37.681999,145.293841,V4,gut metagenome,Large river biome,7,Animal distal gut,0,-37.681999###145.293841
894.SL868.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Kangaroo feces,ERP016405,GAZ:Australia,-37.681999,145.293841,V4,gut metagenome,Large river biome,6,Animal distal gut,0,-37.681999###145.293841
894.SV1305.lane5.NoIndex.L005,Host-associated,Animal,16S rRNA,Rabbit feces,ERP016405,GAZ:Australia,-37.827006,145.415048,V4,gut metagenome,Large river biome,7,Animal distal gut,0,-37.827006###145.415048
894.SV1306.lane5.NoIndex.L005,Host-associated,Animal,16S rRNA,Rabbit feces,ERP016405,GAZ:Australia,-37.827006,145.415048,V4,gut metagenome,Large river biome,10,Animal distal gut,0,-37.827006###145.415048
894.SV1387.lane5.NoIndex.L005,Host-associated,Animal,16S rRNA,Kangaroo feces,ERP016405,GAZ:Australia,-37.827006,145.415048,V4,gut metagenome,Large river biome,12,Animal distal gut,0,-37.827006###145.415048
894.SV1743.lane5.NoIndex.L005,Host-associated,Animal,16S rRNA,Kangaroo feces,ERP016405,GAZ:Australia,-37.827006,145.415048,V4,gut metagenome,Large river biome,9,Animal distal gut,0,-37.827006###145.415048
894.UY1359.lane5.NoIndex.L005,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.673563,145.89612,V4,gut metagenome,Large river biome,7,Animal distal gut,0,-37.673563###145.89612
894.UY149.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.673563,145.89612,V4,gut metagenome,Large river biome,7,Animal distal gut,0,-37.673563###145.89612
894.UY15.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.673563,145.89612,V4,gut metagenome,Large river biome,12,Animal distal gut,0,-37.673563###145.89612
894.UY169.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.673563,145.89612,V4,gut metagenome,Large river biome,12,Animal distal gut,0,-37.673563###145.89612
894.UY170.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.673563,145.89612,V4,gut metagenome,Large river biome,5,Animal distal gut,0,-37.673563###145.89612
894.UY3.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.673563,145.89612,V4,gut metagenome,Large river biome,14,Animal distal gut,0,-37.673563###145.89612
894.UY639.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.673563,145.89612,V4,gut metagenome,Large river biome,10,Animal distal gut,0,-37.673563###145.89612
894.UY693.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Rabbit feces,ERP016405,GAZ:Australia,-37.673563,145.89612,V4,gut metagenome,Large river biome,7,Animal distal gut,0,-37.673563###145.89612
894.UY766.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Rabbit feces,ERP016405,GAZ:Australia,-37.673563,145.89612,V4,gut metagenome,Large river biome,6,Animal distal gut,0,-37.673563###145.89612
894.UY792.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Rabbit feces,ERP016405,GAZ:Australia,-37.673563,145.89612,V4,gut metagenome,Large river biome,12,Animal distal gut,0,-37.673563###145.89612
894.UY82.lane3.NoIndex.L003,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.673563,145.89612,V4,gut metagenome,Large river biome,15,Animal distal gut,0,-37.673563###145.89612
894.YY1066.lane5.NoIndex.L005,Host-associated,Animal,16S rRNA,Kangaroo feces,ERP016405,GAZ:Australia,-37.53966,145.139673,V4,gut metagenome,Large river biome,16,Animal distal gut,0,-37.53966###145.139673
894.YY1078.lane5.NoIndex.L005,Host-associated,Animal,16S rRNA,Kangaroo feces,ERP016405,GAZ:Australia,-37.53966,145.139673,V4,gut metagenome,Large river biome,8,Animal distal gut,0,-37.53966###145.139673
894.YY1086.lane5.NoIndex.L005,Host-associated,Animal,16S rRNA,Kangaroo feces,ERP016405,GAZ:Australia,-37.53966,145.139673,V4,gut metagenome,Large river biome,13,Animal distal gut,0,-37.53966###145.139673
894.YY1111.lane5.NoIndex.L005,Host-associated,Animal,16S rRNA,Kangaroo feces,ERP016405,GAZ:Australia,-37.53966,145.139673,V4,gut metagenome,Large river biome,14,Animal distal gut,0,-37.53966###145.139673
894.YY1182.lane5.NoIndex.L005,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.53966,145.139673,V4,gut metagenome,Large river biome,13,Animal distal gut,0,-37.53966###145.139673
894.YY1201.lane5.NoIndex.L005,Host-associated,Animal,16S rRNA,Kangaroo feces,ERP016405,GAZ:Australia,-37.53966,145.139673,V4,gut metagenome,Large river biome,13,Animal distal gut,0,-37.53966###145.139673
894.YY1612.lane5.NoIndex.L005,Host-associated,Animal,16S rRNA,Sambar deer feces,ERP016405,GAZ:Australia,-37.53966,145.139673,V4,gut metagenome,Large river biome,10,Animal distal gut,0,-37.53966###145.139673
894.YY1620.lane5.NoIndex.L005,Host-associated,Animal,16S rRNA,Kangaroo feces,ERP016405,GAZ:Australia,-37.53966,145.139673,V4,gut metagenome,Large river biome,11,Animal distal gut,0,-37.53966###145.139673
